Item_ID,Category,Region,Date,Stock_Level,Demand,Supply,Is_Scarce,Potentially_Scarce,Conversion_Rate,Experience_Score,Dispute_Amount,Win_Amount,Recouped_Amount,Tag_Status,Net_Loss,Spike_Indicator
ITEM01073,Groceries,South,2023-12-03,211,228,818,No,No,0.8,7,846.61,56.11,182.3,Escalated,608.2,No
ITEM01074,Toys,Central,2023-12-22,421,589,376,No,Yes,0.36,3,346.05,85.67,214.82,Escalated,45.56,No
ITEM01075,Electronics,North,2023-04-10,427,138,544,No,No,0.18,8,348.74,79.62,270.33,Escalated,-1.2099999999999795,No
ITEM01076,Toys,South,2023-02-15,436,557,932,No,No,0.52,3,104.05,317.29,216.26,Flagged,-429.5,No
ITEM01077,Toys,West,2023-11-12,79,911,697,No,No,0.45,6,1.18,498.65,32.16,Resolved,-529.63,No
ITEM01078,Groceries,West,2023-06-05,237,972,956,No,Yes,0.28,1,951.76,207.56,238.73,Reviewed,505.47,No
ITEM01079,Apparel,South,2023-08-28,131,449,787,No,Yes,0.82,2,457.7,456.79,294.91,Resolved,-294.00000000000006,No
ITEM01080,Electronics,West,2023-12-19,327,744,176,No,No,0.58,7,737.39,446.22,0.84,Resolved,290.33,No
ITEM01081,Groceries,South,2023-09-16,299,990,165,No,No,0.38,6,868.21,405.97,147.52,Reviewed,314.72,No
ITEM01082,Apparel,North,2023-05-16,118,551,973,No,No,0.9,1,111.97,239.9,10.9,Escalated,-138.83,No
ITEM01083,Apparel,South,2023-07-17,45,479,851,Yes,No,0.21,10,262.62,159.1,286.55,Flagged,-183.03,No
ITEM01084,Home Appliances,Central,2023-07-06,83,208,220,No,Yes,0.78,7,501.98,28.01,287.55,Flagged,186.42000000000002,No
ITEM01085,Electronics,Central,2023-04-26,281,683,261,No,Yes,0.28,4,297.39,239.49,188.99,Reviewed,-131.09000000000003,No
ITEM01086,Apparel,East,2023-02-27,351,307,973,No,No,0.29,1,53.27,436.81,151.91,Flagged,-535.45,No
ITEM01087,Groceries,West,2023-03-11,12,676,994,No,No,0.5,9,892.86,240.52,10.08,Reviewed,642.26,No
ITEM01088,Home Appliances,West,2023-04-03,124,340,238,No,No,0.63,3,249.84,0.81,289.93,Escalated,-40.900000000000006,No
ITEM01089,Electronics,South,2023-08-17,324,690,539,No,No,0.65,9,72.78,397.7,291.36,Flagged,-616.28,No
ITEM01090,Toys,West,2023-05-17,171,187,982,Yes,No,0.12,7,422.33,64.51,222.97,Escalated,134.85,No
ITEM01091,Groceries,Central,2023-04-15,233,498,436,Yes,Yes,0.33,8,804.4,82.27,8.68,Escalated,713.45,Yes
ITEM01092,Apparel,North,2023-11-01,180,789,826,Yes,No,0.63,7,168.45,116.89,238.83,Escalated,-187.27000000000004,No
ITEM01093,Apparel,South,2023-12-05,50,361,775,Yes,No,0.81,10,436.89,97.16,168.59,Resolved,171.14000000000001,No
ITEM01094,Groceries,West,2023-01-17,268,677,650,No,Yes,0.64,9,185.52,358.33,291.47,Reviewed,-464.28,No
ITEM01095,Apparel,Central,2023-02-23,168,424,179,No,No,0.31,3,818.12,470.34,204.63,Escalated,143.15000000000003,No
ITEM01096,Home Appliances,East,2023-04-22,394,470,72,Yes,No,0.51,8,522.84,58.54,286.77,Reviewed,177.53000000000003,No
ITEM01097,Electronics,West,2023-06-21,420,204,228,No,No,0.62,2,578.37,195.0,31.26,Escalated,352.11,No
ITEM01098,Home Appliances,North,2023-11-01,315,197,450,No,No,0.21,4,747.55,300.71,226.75,Resolved,220.08999999999997,No
ITEM01099,Apparel,North,2023-05-24,287,586,554,Yes,Yes,0.54,10,939.7,236.32,264.82,Resolved,438.5600000000001,No
ITEM01100,Toys,West,2023-03-26,428,195,970,No,Yes,0.48,4,105.8,174.56,190.79,Escalated,-259.55,No
ITEM01101,Electronics,West,2023-01-12,489,571,460,No,Yes,0.37,6,845.55,111.78,162.38,Reviewed,571.39,No
ITEM01102,Electronics,Central,2023-09-09,273,145,581,Yes,Yes,0.6,3,474.23,276.43,232.52,Flagged,-34.72,No
ITEM01103,Groceries,West,2023-08-04,348,989,378,Yes,Yes,0.61,1,640.5,254.14,256.49,Reviewed,129.87,No
ITEM01104,Groceries,East,2023-05-06,206,130,520,No,No,0.88,10,852.78,495.71,187.0,Flagged,170.07,No
ITEM01105,Toys,Central,2023-04-08,147,507,469,No,No,0.44,8,326.65,231.87,220.51,Flagged,-125.73000000000002,No
ITEM01106,Electronics,South,2023-10-31,299,474,461,No,No,0.53,9,869.53,442.26,119.97,Reviewed,307.29999999999995,No
ITEM01107,Toys,East,2023-01-28,419,481,803,No,No,0.23,7,631.42,472.13,104.4,Resolved,54.88999999999996,No
ITEM01108,Groceries,Central,2023-12-02,452,815,801,No,Yes,0.54,9,279.01,164.17,61.21,Flagged,53.63,No
ITEM01109,Groceries,Central,2023-09-23,487,759,78,No,No,0.13,6,919.79,149.51,187.54,Escalated,582.74,No
ITEM01110,Electronics,North,2023-02-21,36,743,294,No,Yes,0.22,3,57.83,471.06,245.36,Escalated,-658.59,No
ITEM01111,Home Appliances,Central,2023-05-23,160,797,681,No,Yes,0.24,9,590.54,288.91,199.05,Reviewed,102.57999999999993,No
ITEM01112,Apparel,East,2023-05-12,465,800,987,No,Yes,0.61,1,16.87,95.98,117.73,Resolved,-196.84,No
ITEM01113,Groceries,West,2023-12-12,382,588,875,Yes,No,0.55,1,81.68,127.82,296.17,Reviewed,-342.31,No
ITEM01114,Groceries,East,2023-07-26,274,738,935,No,Yes,0.74,2,100.17,10.17,1.85,Flagged,88.15,No
ITEM01115,Home Appliances,South,2023-03-03,434,975,593,No,Yes,0.47,4,894.27,161.02,92.97,Resolved,640.28,No
ITEM01116,Home Appliances,Central,2023-12-29,287,908,701,No,No,0.48,3,558.7,310.51,290.45,Resolved,-42.259999999999934,No
ITEM01117,Toys,Central,2023-05-12,105,408,719,No,No,0.23,1,260.01,155.87,115.61,Flagged,-11.470000000000013,No
ITEM01118,Toys,Central,2023-02-10,21,698,109,Yes,Yes,0.69,7,390.64,114.26,186.05,Flagged,90.32999999999998,No
ITEM01119,Apparel,Central,2023-07-20,232,732,188,Yes,Yes,0.1,4,838.05,29.36,71.91,Escalated,736.78,Yes
ITEM01120,Apparel,North,2023-04-09,121,943,406,No,No,0.44,1,570.11,423.32,207.0,Reviewed,-60.20999999999998,No
ITEM01121,Electronics,North,2023-11-07,128,915,261,No,Yes,0.25,6,31.63,323.66,194.62,Flagged,-486.65000000000003,No
ITEM01122,Toys,West,2023-10-11,309,234,188,No,No,0.72,6,871.23,454.3,185.14,Escalated,231.79000000000002,No
ITEM01123,Groceries,Central,2023-12-23,216,427,417,Yes,Yes,0.64,1,538.46,10.96,112.81,Flagged,414.69,No
ITEM01124,Toys,South,2023-02-16,147,298,672,No,No,0.67,7,196.19,460.97,286.9,Escalated,-551.6800000000001,No
ITEM01125,Groceries,West,2023-05-17,57,782,535,Yes,No,0.22,8,715.21,261.69,193.08,Escalated,260.44000000000005,No
ITEM01126,Home Appliances,Central,2023-05-10,418,359,542,No,No,0.64,5,533.89,67.64,27.86,Reviewed,438.39,No
ITEM01127,Toys,North,2023-07-14,236,223,385,Yes,Yes,0.65,10,189.34,125.97,220.92,Reviewed,-157.54999999999998,No
ITEM01128,Home Appliances,South,2023-04-27,69,853,812,No,Yes,0.1,7,650.09,72.48,95.87,Flagged,481.74,No
ITEM01129,Apparel,West,2023-12-30,453,682,660,No,No,0.35,8,641.4,113.18,99.04,Resolved,429.18,No
ITEM01130,Apparel,South,2023-03-10,188,481,227,No,No,0.17,7,954.72,131.34,67.74,Flagged,755.64,Yes
ITEM01131,Electronics,Central,2023-01-28,241,606,562,No,No,0.65,3,264.26,291.6,194.39,Resolved,-221.73000000000002,No
ITEM01132,Toys,East,2023-12-01,62,670,650,No,No,0.27,10,548.37,130.68,286.74,Reviewed,130.95,No
ITEM01133,Home Appliances,South,2023-01-14,484,208,162,No,No,0.31,10,321.03,245.72,245.59,Reviewed,-170.28000000000003,No
ITEM01134,Groceries,South,2023-02-15,240,140,332,No,No,0.16,2,298.18,321.04,277.23,Escalated,-300.09000000000003,No
ITEM01135,Apparel,North,2023-01-16,444,544,165,No,No,0.49,9,505.64,389.24,279.22,Flagged,-162.82000000000005,No
ITEM01136,Apparel,Central,2023-07-28,184,897,593,No,No,0.13,5,714.86,441.47,0.46,Flagged,272.93,No
ITEM01137,Groceries,South,2023-06-07,258,990,823,No,No,0.78,9,604.81,79.44,187.3,Escalated,338.0699999999999,No
ITEM01138,Home Appliances,Central,2023-12-03,228,245,90,No,No,0.12,4,117.34,322.1,279.03,Flagged,-483.78999999999996,No
ITEM01139,Home Appliances,North,2023-08-15,222,897,981,Yes,No,0.15,1,922.38,56.52,165.42,Flagged,700.44,Yes
ITEM01140,Toys,Central,2023-08-29,98,663,216,No,No,0.61,8,708.74,117.32,204.06,Flagged,387.36000000000007,No
ITEM01141,Toys,North,2023-02-27,246,275,904,No,No,0.83,5,579.33,285.02,131.02,Escalated,163.29000000000005,No
ITEM01142,Electronics,North,2023-10-31,44,378,270,No,No,0.81,4,144.23,473.67,255.56,Reviewed,-585.0,No
ITEM01143,Apparel,West,2023-11-01,398,479,975,No,No,0.17,9,134.89,304.33,49.0,Flagged,-218.44,No
ITEM01144,Toys,Central,2023-12-11,272,264,775,No,Yes,0.33,9,293.46,437.95,27.64,Flagged,-172.13,No
ITEM01145,Home Appliances,East,2023-05-10,398,938,362,No,Yes,0.52,2,923.1,335.89,111.79,Flagged,475.42,No
ITEM01146,Groceries,West,2023-08-05,4,585,956,Yes,Yes,0.12,1,146.97,374.65,23.67,Escalated,-251.34999999999997,No
ITEM01147,Home Appliances,North,2023-01-14,469,863,395,No,No,0.52,8,654.67,110.74,42.48,Flagged,501.44999999999993,No
ITEM01148,Apparel,East,2023-12-25,429,714,520,No,No,0.46,9,644.88,243.1,47.25,Flagged,354.53,No
ITEM01149,Home Appliances,South,2023-08-31,10,664,180,No,No,0.57,4,91.95,402.2,1.49,Resolved,-311.74,No
ITEM01150,Electronics,South,2023-05-25,447,866,97,No,No,0.84,1,707.34,330.26,244.23,Escalated,132.85000000000005,No
ITEM01151,Apparel,West,2023-11-22,347,460,183,No,Yes,0.32,7,476.22,15.57,267.75,Escalated,192.90000000000003,No
ITEM01152,Groceries,East,2023-04-13,397,272,568,Yes,No,0.61,5,500.76,334.05,12.02,Flagged,154.68999999999997,No
ITEM01153,Electronics,Central,2023-08-05,38,862,605,No,Yes,0.44,5,5.49,96.04,69.91,Reviewed,-160.46,No
ITEM01154,Apparel,East,2023-12-24,450,276,366,No,Yes,0.45,5,896.8,465.48,102.33,Escalated,328.98999999999995,No
ITEM01155,Groceries,West,2023-03-05,438,148,487,Yes,No,0.62,10,610.37,464.56,239.47,Reviewed,-93.66,No
ITEM01156,Electronics,Central,2023-06-07,499,210,484,Yes,Yes,0.86,9,604.53,422.42,69.98,Resolved,112.12999999999995,No
ITEM01157,Electronics,Central,2023-06-11,41,309,135,No,Yes,0.79,7,389.12,97.65,119.77,Reviewed,171.70000000000005,No
ITEM01158,Apparel,South,2023-01-18,202,859,97,Yes,Yes,0.61,2,701.76,57.07,292.13,Flagged,352.55999999999995,No
ITEM01159,Toys,East,2023-08-04,93,786,539,Yes,No,0.47,10,833.03,445.41,248.32,Reviewed,139.29999999999995,No
ITEM01160,Electronics,Central,2023-11-15,485,718,878,No,No,0.44,9,495.01,241.31,29.9,Reviewed,223.79999999999998,No
ITEM01161,Electronics,West,2023-02-18,4,764,914,No,Yes,0.73,4,545.08,438.62,95.86,Flagged,10.600000000000037,No
ITEM01162,Groceries,South,2023-02-25,51,958,473,No,Yes,0.27,5,208.35,427.86,173.09,Escalated,-392.6,No
ITEM01163,Home Appliances,Central,2023-12-13,149,254,436,No,Yes,0.57,2,353.2,429.71,204.87,Resolved,-281.38,No
ITEM01164,Apparel,East,2023-02-27,204,751,975,No,Yes,0.5,3,468.16,115.67,193.39,Escalated,159.10000000000002,No
ITEM01165,Apparel,South,2023-06-04,299,762,289,No,No,0.62,5,661.27,329.43,25.32,Reviewed,306.52,No
ITEM01166,Toys,East,2023-02-24,498,372,713,No,No,0.25,1,931.74,469.43,297.96,Escalated,164.35000000000002,No
ITEM01167,Toys,East,2023-12-07,370,655,500,No,No,0.66,1,137.08,167.61,54.89,Resolved,-85.42,No
ITEM01168,Apparel,East,2023-01-19,468,682,307,No,No,0.6,1,529.03,329.68,52.73,Flagged,146.61999999999998,No
ITEM01169,Toys,South,2023-05-31,186,736,93,No,No,0.24,7,610.96,183.12,72.57,Flagged,355.27000000000004,No
ITEM01170,Groceries,Central,2023-12-25,484,763,217,No,No,0.46,10,825.5,132.14,123.21,Reviewed,570.15,No
ITEM01171,Apparel,North,2023-04-18,152,554,836,No,No,0.64,4,843.58,407.2,96.26,Resolved,340.12000000000006,No
ITEM01172,Toys,Central,2023-02-16,382,960,240,No,No,0.82,4,660.69,94.56,153.61,Flagged,412.5200000000001,No
ITEM01173,Apparel,South,2023-07-26,115,415,713,No,No,0.2,3,194.63,54.25,273.22,Resolved,-132.84000000000003,No
ITEM01174,Home Appliances,North,2023-12-29,148,920,611,No,Yes,0.11,2,779.81,137.31,12.14,Flagged,630.36,No
ITEM01175,Electronics,North,2023-12-06,219,831,325,Yes,No,0.23,4,578.55,223.59,116.08,Resolved,238.87999999999994,No
ITEM01176,Apparel,North,2023-05-08,191,314,874,No,No,0.89,2,961.33,399.9,295.75,Flagged,265.68000000000006,No
ITEM01177,Electronics,West,2023-07-04,232,429,418,No,No,0.71,7,953.22,116.61,74.39,Flagged,762.22,Yes
ITEM01178,Toys,South,2023-02-27,323,243,355,No,No,0.59,10,551.66,453.59,245.55,Resolved,-147.48000000000002,No
ITEM01179,Electronics,West,2023-05-23,220,718,656,No,No,0.21,6,943.36,274.92,117.6,Reviewed,550.84,No
ITEM01180,Apparel,North,2023-04-07,46,453,803,No,Yes,0.43,6,25.73,356.66,273.08,Resolved,-604.01,No
ITEM01181,Home Appliances,West,2023-02-16,126,380,154,No,Yes,0.67,2,915.5,125.57,191.09,Flagged,598.84,No
ITEM01182,Toys,West,2023-07-10,290,421,976,No,No,0.82,5,964.56,421.49,267.98,Resolved,275.0899999999999,No
ITEM01183,Apparel,South,2023-05-20,214,405,470,No,No,0.41,10,979.08,15.63,190.41,Resolved,773.0400000000001,Yes
ITEM01184,Toys,East,2023-04-13,6,936,924,No,Yes,0.9,8,778.0,105.64,267.08,Escalated,405.28000000000003,No
ITEM01185,Groceries,West,2023-08-19,183,945,398,No,No,0.21,2,180.66,389.97,271.23,Resolved,-480.5400000000001,No
ITEM01186,Electronics,West,2023-12-06,115,578,821,No,Yes,0.41,8,974.66,32.43,89.87,Flagged,852.36,Yes
ITEM01187,Groceries,North,2023-02-18,51,489,699,No,No,0.8,9,427.96,296.53,251.64,Reviewed,-120.20999999999998,No
ITEM01188,Apparel,North,2023-04-22,365,163,368,No,Yes,0.62,3,471.23,361.5,252.01,Reviewed,-142.27999999999997,No
ITEM01189,Home Appliances,North,2023-11-12,45,895,469,Yes,No,0.75,4,15.13,286.46,211.52,Escalated,-482.85,No
ITEM01190,Toys,Central,2023-11-18,392,364,744,No,No,0.83,8,343.33,50.69,72.34,Flagged,220.29999999999998,No
ITEM01191,Electronics,West,2023-03-28,441,105,106,No,No,0.51,2,257.15,299.2,32.36,Resolved,-74.41000000000001,No
ITEM01192,Toys,North,2023-10-09,22,267,289,No,No,0.29,2,449.81,305.64,185.41,Resolved,-41.23999999999998,No
ITEM01193,Apparel,South,2023-11-23,130,454,476,No,No,0.65,1,269.18,242.6,196.18,Reviewed,-169.6,No
ITEM01194,Toys,Central,2023-09-09,126,272,666,Yes,No,0.55,2,447.28,182.24,291.07,Resolved,-26.03000000000003,No
ITEM01195,Electronics,East,2023-03-15,444,949,626,Yes,No,0.72,9,147.57,121.78,119.45,Flagged,-93.66000000000001,No
ITEM01196,Apparel,West,2023-02-16,264,218,189,No,No,0.51,5,952.03,38.37,216.82,Escalated,696.8399999999999,No
ITEM01197,Toys,West,2023-03-17,308,325,111,Yes,No,0.75,4,664.13,17.61,263.75,Resolved,382.77,No
ITEM01198,Home Appliances,South,2023-04-06,195,273,201,Yes,No,0.82,2,988.45,395.74,239.65,Resolved,353.06000000000006,No
ITEM01199,Apparel,East,2023-01-31,432,228,179,No,Yes,0.7,2,4.82,262.76,121.28,Flagged,-379.22,No
ITEM01200,Apparel,East,2023-01-22,472,286,480,No,Yes,0.69,6,835.81,73.86,71.84,Reviewed,690.1099999999999,No
ITEM01201,Home Appliances,Central,2023-01-17,453,162,687,Yes,No,0.57,7,84.27,47.18,9.6,Resolved,27.489999999999995,No
ITEM01202,Groceries,West,2023-07-31,47,992,489,Yes,Yes,0.48,4,773.84,45.53,227.43,Escalated,500.88000000000005,No
ITEM01203,Electronics,North,2023-05-28,378,373,261,Yes,No,0.88,7,922.47,72.13,115.44,Flagged,734.9000000000001,Yes
ITEM01204,Groceries,South,2023-08-23,81,697,449,Yes,Yes,0.62,1,140.68,14.26,150.56,Reviewed,-24.14,No
ITEM01205,Toys,South,2023-12-20,108,309,723,Yes,No,0.77,8,956.15,382.52,294.69,Escalated,278.94,No
ITEM01206,Home Appliances,South,2023-11-01,262,292,766,No,Yes,0.5,3,436.26,183.4,1.43,Escalated,251.42999999999998,No
ITEM01207,Groceries,South,2023-03-28,354,849,963,No,No,0.54,7,344.21,143.85,82.65,Resolved,117.70999999999998,No
ITEM01208,Apparel,North,2023-02-07,30,631,590,No,No,0.63,7,795.77,230.5,294.33,Escalated,270.94,No
ITEM01209,Toys,North,2023-02-22,357,281,231,No,No,0.68,3,853.08,155.38,146.39,Escalated,551.3100000000001,No
ITEM01210,Toys,Central,2023-01-28,55,659,100,No,No,0.46,5,836.52,348.62,281.3,Flagged,206.59999999999997,No
ITEM01211,Groceries,West,2023-03-18,479,327,796,Yes,No,0.39,2,624.02,148.77,255.42,Resolved,219.83,No
ITEM01212,Groceries,North,2023-07-19,354,665,575,Yes,No,0.29,9,296.2,310.38,213.5,Reviewed,-227.68,No
ITEM01213,Home Appliances,Central,2023-06-22,188,713,399,No,No,0.44,5,276.55,187.15,214.12,Reviewed,-124.72,No
ITEM01214,Electronics,East,2023-10-01,475,188,107,No,Yes,0.27,4,228.66,204.59,1.39,Reviewed,22.679999999999993,No
ITEM01215,Groceries,West,2023-02-19,491,243,468,Yes,No,0.43,10,146.47,391.52,89.16,Escalated,-334.21,No
ITEM01216,Groceries,North,2023-12-11,4,759,186,Yes,Yes,0.8,3,392.57,259.31,132.26,Reviewed,1.0,No
ITEM01217,Apparel,East,2023-06-26,285,841,689,No,No,0.88,1,856.05,202.76,155.94,Resolved,497.34999999999997,No
ITEM01218,Toys,Central,2023-10-28,277,914,86,No,No,0.56,7,996.17,164.0,133.15,Reviewed,699.02,No
ITEM01219,Electronics,North,2023-08-15,144,349,543,No,No,0.22,3,693.59,327.79,130.95,Resolved,234.85000000000002,No
ITEM01220,Apparel,North,2023-05-07,393,324,408,No,Yes,0.44,10,156.15,313.35,258.78,Resolved,-415.98,No
ITEM01221,Home Appliances,East,2023-12-15,454,772,829,Yes,No,0.58,1,673.56,41.66,290.88,Reviewed,341.02,No
ITEM01222,Home Appliances,North,2023-01-21,195,267,134,Yes,No,0.4,10,275.36,337.33,254.11,Resolved,-316.08,No
ITEM01223,Groceries,South,2023-07-18,425,209,771,No,Yes,0.26,10,717.63,226.05,207.35,Escalated,284.23,No
ITEM01224,Groceries,North,2023-07-08,26,872,700,No,No,0.28,8,236.29,486.99,220.89,Escalated,-471.59000000000003,No
ITEM01225,Home Appliances,West,2023-11-28,126,272,588,Yes,No,0.48,8,164.06,234.22,221.2,Reviewed,-291.36,No
ITEM01226,Groceries,East,2023-06-01,134,610,393,No,No,0.27,3,634.47,471.67,239.91,Reviewed,-77.10999999999999,No
ITEM01227,Electronics,West,2023-06-09,22,978,794,No,No,0.3,10,685.15,401.95,16.77,Escalated,266.43,No
ITEM01228,Groceries,Central,2023-12-13,330,396,220,Yes,Yes,0.8,3,184.77,483.88,22.44,Resolved,-321.55,No
ITEM01229,Toys,West,2023-04-06,116,342,739,No,No,0.72,2,512.01,102.95,29.21,Resolved,379.85,No
ITEM01230,Groceries,South,2023-12-18,391,308,915,No,No,0.14,8,880.65,166.16,273.36,Reviewed,441.13,No
ITEM01231,Apparel,South,2023-03-16,7,342,69,No,No,0.36,9,684.82,294.18,186.54,Escalated,204.10000000000005,No
ITEM01232,Electronics,West,2023-03-23,100,353,958,No,No,0.53,4,675.88,48.68,136.6,Reviewed,490.6,No
ITEM01233,Apparel,Central,2023-05-08,260,181,352,Yes,No,0.15,4,723.55,355.71,231.07,Flagged,136.76999999999998,No
ITEM01234,Apparel,North,2023-12-25,198,533,825,No,No,0.65,5,350.02,134.56,66.03,Resolved,149.42999999999998,No
ITEM01235,Toys,South,2023-05-13,85,574,246,No,No,0.41,3,205.95,74.72,241.5,Flagged,-110.27000000000001,No
ITEM01236,Electronics,West,2023-05-19,227,642,376,Yes,Yes,0.42,5,733.5,29.47,103.76,Escalated,600.27,No
ITEM01237,Electronics,West,2023-09-03,385,103,625,No,Yes,0.31,4,811.94,207.52,190.34,Resolved,414.08000000000004,No
ITEM01238,Electronics,West,2023-10-18,471,293,605,Yes,No,0.37,8,895.81,63.64,296.24,Resolved,535.93,No
ITEM01239,Electronics,North,2023-04-22,178,155,805,Yes,No,0.79,5,795.24,249.52,21.56,Escalated,524.1600000000001,No
ITEM01240,Electronics,East,2023-07-22,449,360,61,No,No,0.73,7,346.09,204.52,287.25,Flagged,-145.68000000000004,No
ITEM01241,Toys,Central,2023-06-19,239,692,410,Yes,Yes,0.85,4,466.97,435.43,230.34,Flagged,-198.79999999999998,No
ITEM01242,Groceries,East,2023-03-28,11,665,821,No,Yes,0.66,2,779.91,36.47,133.63,Reviewed,609.81,No
ITEM01243,Apparel,Central,2023-04-29,302,479,345,No,No,0.56,8,537.59,429.87,30.76,Flagged,76.96000000000002,No
ITEM01244,Electronics,Central,2023-04-08,233,586,452,Yes,No,0.31,4,557.16,357.49,33.51,Resolved,166.15999999999997,No
ITEM01245,Groceries,West,2023-08-28,182,195,487,No,Yes,0.63,9,942.55,323.01,174.73,Flagged,444.80999999999995,No
ITEM01246,Groceries,South,2023-12-03,281,960,818,No,Yes,0.82,6,957.61,487.63,157.63,Reviewed,312.35,No
ITEM01247,Apparel,West,2023-05-18,357,435,424,No,No,0.16,8,761.22,24.6,160.62,Flagged,576.0,No
ITEM01248,Toys,North,2023-03-23,375,868,796,No,Yes,0.45,9,809.57,245.26,83.38,Escalated,480.93000000000006,No
ITEM01249,Home Appliances,Central,2023-08-24,428,815,808,No,Yes,0.22,9,264.48,364.63,27.53,Reviewed,-127.67999999999998,No
ITEM01250,Home Appliances,South,2023-05-16,189,822,702,Yes,Yes,0.75,9,593.82,267.21,239.83,Flagged,86.78000000000006,No
ITEM01251,Groceries,Central,2023-10-09,325,428,867,Yes,No,0.59,7,477.93,160.23,66.53,Resolved,251.17000000000004,No
ITEM01252,Apparel,Central,2023-01-03,214,595,742,No,No,0.8,3,41.05,13.1,193.62,Escalated,-165.67000000000002,No
ITEM01253,Home Appliances,West,2023-02-28,257,928,549,Yes,No,0.15,8,883.54,326.05,109.45,Resolved,448.04,No
ITEM01254,Groceries,South,2023-04-26,25,737,475,No,No,0.82,7,295.71,432.76,190.21,Resolved,-327.26,No
ITEM01255,Toys,South,2023-05-11,269,618,926,No,No,0.15,9,931.77,359.17,230.82,Escalated,341.7799999999999,No
ITEM01256,Home Appliances,Central,2023-07-20,81,224,714,Yes,Yes,0.33,5,636.5,25.54,58.19,Resolved,552.77,No
ITEM01257,Groceries,South,2023-10-19,357,882,93,Yes,No,0.22,4,813.05,350.5,4.12,Flagged,458.42999999999995,No
ITEM01258,Groceries,South,2023-12-08,184,719,158,Yes,No,0.22,2,458.77,368.76,83.73,Escalated,6.279999999999987,No
ITEM01259,Electronics,West,2023-04-08,287,359,147,No,Yes,0.24,7,187.41,331.66,288.38,Escalated,-432.63,No
ITEM01260,Toys,East,2023-08-04,61,930,788,No,No,0.48,6,874.72,294.49,54.93,Reviewed,525.3000000000001,No
ITEM01261,Electronics,North,2023-05-04,370,681,494,Yes,Yes,0.73,6,782.63,350.72,142.0,Flagged,289.90999999999997,No
ITEM01262,Apparel,East,2023-03-14,461,649,130,Yes,No,0.82,10,754.54,288.08,112.02,Resolved,354.44,No
ITEM01263,Electronics,South,2023-05-10,29,786,267,No,No,0.55,8,212.79,239.55,92.86,Resolved,-119.62000000000002,No
ITEM01264,Electronics,Central,2023-01-27,396,799,198,Yes,No,0.23,1,521.65,268.19,219.28,Flagged,34.17999999999998,No
ITEM01265,Home Appliances,North,2023-06-14,423,838,996,No,No,0.16,1,322.63,36.04,216.5,Escalated,70.08999999999997,No
ITEM01266,Groceries,North,2023-03-09,30,869,125,No,No,0.5,4,612.78,262.77,234.04,Escalated,115.97,No
ITEM01267,Toys,Central,2023-01-14,292,808,641,No,No,0.71,8,532.43,351.8,101.75,Reviewed,78.87999999999994,No
ITEM01268,Electronics,North,2023-04-08,172,107,613,No,No,0.6,5,177.38,246.86,107.76,Flagged,-177.24,No
ITEM01269,Toys,Central,2023-10-06,101,662,112,No,Yes,0.57,9,623.73,278.49,164.17,Reviewed,181.07000000000002,No
ITEM01270,Electronics,North,2023-09-04,127,472,645,No,Yes,0.14,3,38.18,382.02,1.14,Reviewed,-344.97999999999996,No
ITEM01271,Apparel,East,2023-04-22,85,321,999,Yes,Yes,0.43,6,70.74,70.68,286.15,Resolved,-286.09,No
ITEM01272,Electronics,North,2023-07-26,314,979,443,No,Yes,0.54,6,182.78,374.93,70.33,Flagged,-262.48,No
ITEM01273,Home Appliances,West,2023-12-18,27,630,904,No,Yes,0.58,4,578.8,186.79,51.71,Flagged,340.3,No
ITEM01274,Groceries,Central,2023-11-30,121,449,552,Yes,No,0.1,2,759.49,392.78,191.21,Flagged,175.50000000000003,No
